date,product_name,category,quantity,price,stock,temperature,trend_score,day_of_week
2023-09-06,Organic Coffee 1kg,Food,21,18,516,11.2,74.9,2
2023-09-06,MacBook Air,Electronics,1,1299,17,6.4,53.7,2
2023-09-06,Bed Frame,Furniture,1,450,13,34.8,77.8,2
2023-09-07,iPad Pro,Electronics,1,899,31,23.2,30.3,3
2023-09-07,iPad Pro,Electronics,1,899,60,28.8,41.3,3
2023-09-07,Samsung 4K TV,Electronics,2,799,44,24.3,47.7,3
2023-09-08,LEGO Technic Set,Toys,5,89,69,29.7,52.3,4
2023-09-09,iPad Pro,Electronics,2,899,25,-4.7,52.6,5
2023-09-09,Office Chair,Furniture,1,350,45,18.1,84.1,5
2023-09-10,Coffee Table,Furniture,1,220,26,20.6,64.1,6
2023-09-11,Atomic Habits,Books,5,18,135,27.5,78.0,0
2023-09-12,Levi's Jeans,Clothing,9,60,207,3.2,54.7,1
2023-09-13,Sony Headphones,Electronics,3,349,73,-3.9,40.2,2
2023-09-13,Samsung 4K TV,Electronics,1,799,49,14.6,80.5,2
2023-09-16,Barbie Dreamhouse,Toys,2,120,47,-1.5,31.1,5
2023-09-16,Hot Wheels 10pk,Toys,5,15,205,15.5,75.2,5
2023-09-16,Atomic Habits,Books,6,18,168,1.6,53.3,5
2023-09-18,Barbie Dreamhouse,Toys,3,120,29,-4.9,42.0,0
2023-09-18,Protein Bars 12pk,Food,16,25,398,36.4,54.6,0
2023-09-20,Bookshelf,Furniture,1,180,48,26.1,31.4,2
2023-09-23,Puzzle 1000pc,Toys,4,25,92,13.0,51.4,5
2023-09-24,iPad Pro,Electronics,2,899,47,8.1,30.0,6
2023-09-25,Bookshelf,Furniture,1,180,41,35.2,61.9,0
2023-09-25,Hot Wheels 10pk,Toys,4,15,219,18.1,61.1,0
2023-09-26,Nike Air Max,Clothing,7,120,157,26.9,60.3,1
2023-09-28,LEGO Technic Set,Toys,5,89,45,-3.1,55.3,3
2023-09-28,Sony Headphones,Electronics,1,349,49,33.3,70.8,3
2023-09-28,Almond Milk 1L,Food,22,4,432,-2.8,74.7,3
2023-09-29,Clean Code,Books,5,35,119,4.1,61.5,4
2023-09-29,Atomic Habits,Books,6,18,161,7.1,43.1,4
2023-09-30,Barbie Dreamhouse,Toys,5,120,44,1.1,33.3,5
2023-09-30,Python Crash Course,Books,4,30,81,11.9,59.9,5
2023-10-01,Python Crash Course,Books,6,30,97,22.6,36.1,6
2023-10-01,LEGO Technic Set,Toys,3,89,51,-1.4,53.3,6
2023-10-01,Almond Milk 1L,Food,27,4,448,5.7,35.3,6
2023-10-01,LEGO Technic Set,Toys,5,89,65,12.1,50.5,6
2023-10-02,MacBook Air,Electronics,1,1299,41,4.1,81.9,0
2023-10-04,Bed Frame,Furniture,1,450,34,21.0,37.5,2
2023-10-05,Samsung 4K TV,Electronics,1,799,37,34.7,67.6,3
2023-10-06,H&M T-Shirt,Clothing,9,25,296,21.0,69.5,4
2023-10-07,Green Tea 50pk,Food,24,8,605,15.9,51.4,5
2023-10-07,Levi's Jeans,Clothing,10,60,207,27.5,36.3,5
2023-10-07,Sony Headphones,Electronics,2,349,64,29.4,54.0,5
2023-10-08,MacBook Air,Electronics,1,1299,33,23.1,43.8,6
2023-10-08,iPad Pro,Electronics,2,899,36,28.5,35.9,6
2023-10-09,iPhone 15 Pro,Electronics,1,999,98,19.3,67.7,0
2023-10-09,iPad Pro,Electronics,2,899,62,21.9,63.8,0
2023-10-09,IKEA Desk,Furniture,1,250,56,2.9,72.0,0
2023-10-09,Hot Wheels 10pk,Toys,4,15,189,30.7,80.3,0
2023-10-10,Atomic Habits,Books,4,18,141,12.1,41.2,1
2023-10-11,Python Crash Course,Books,5,30,88,28.4,56.7,2
2023-10-12,Bed Frame,Furniture,1,450,0,22.0,75.1,3
2023-10-13,Nerf Blaster,Toys,3,35,96,14.4,71.3,4
2023-10-15,Barbie Dreamhouse,Toys,6,120,33,16.1,68.3,6
2023-10-15,Hot Wheels 10pk,Toys,5,15,220,30.5,79.0,6
2023-10-16,IKEA Desk,Furniture,1,250,20,20.7,76.4,0
2023-10-17,Sony Headphones,Electronics,2,349,63,30.8,46.3,1
2023-10-18,Hot Wheels 10pk,Toys,4,15,215,-1.6,40.8,2
2023-10-19,Python Crash Course,Books,4,30,89,35.5,31.5,3
2023-10-19,iPhone 15 Pro,Electronics,1,999,74,11.6,39.0,3
2023-10-19,Deep Work,Books,4,20,127,30.7,80.3,3
2023-10-19,Protein Bars 12pk,Food,23,25,385,9.0,58.1,3
2023-10-20,Protein Bars 12pk,Food,19,25,401,32.1,32.6,4
2023-10-20,The Lean Startup,Books,6,22,107,34.4,57.0,4
2023-10-20,Nerf Blaster,Toys,3,35,93,31.4,74.5,4
2023-10-20,Levi's Jeans,Clothing,8,60,190,-3.6,63.0,4
2023-10-20,Almond Milk 1L,Food,27,4,439,2.2,46.2,4
2023-10-21,MacBook Air,Electronics,1,1299,15,22.7,83.8,5
2023-10-21,Atomic Habits,Books,7,18,148,5.8,76.2,5
2023-10-21,IKEA Desk,Furniture,1,250,51,18.0,67.8,5
2023-10-22,Bed Frame,Furniture,1,450,27,8.4,35.7,6
2023-10-23,The Lean Startup,Books,5,22,120,3.9,68.8,0
2023-10-23,Clean Code,Books,6,35,96,2.8,79.4,0
2023-10-24,Adidas Hoodie,Clothing,7,80,180,30.1,70.2,1
2023-10-24,Coffee Table,Furniture,1,220,6,6.5,77.2,1
2023-10-25,Protein Bars 12pk,Food,20,25,382,29.5,47.2,2
2023-10-26,Green Tea 50pk,Food,15,8,615,11.7,34.7,3
2023-10-26,Bookshelf,Furniture,1,180,17,17.4,68.6,3
2023-10-27,The Lean Startup,Books,7,22,131,35.6,65.1,4
2023-10-29,Almond Milk 1L,Food,28,4,469,31.6,55.9,6
2023-10-29,Almond Milk 1L,Food,30,4,462,2.6,67.5,6
2023-10-30,Deep Work,Books,7,20,139,32.4,74.2,0
2023-10-30,iPad Pro,Electronics,1,899,60,3.4,42.7,0
2023-10-30,Nike Air Max,Clothing,9,120,143,-3.3,57.3,0
2023-11-03,Clean Code,Books,7,35,109,36.4,68.0,4
2023-11-03,IKEA Desk,Furniture,1,250,57,30.1,50.3,4
2023-11-03,IKEA Desk,Furniture,1,250,51,28.7,49.9,4
2023-11-03,Barbie Dreamhouse,Toys,4,120,65,25.2,77.3,4
2023-11-04,Hot Wheels 10pk,Toys,6,15,203,1.8,69.0,5
2023-11-04,Hot Wheels 10pk,Toys,6,15,206,25.4,74.3,5
2023-11-04,Deep Work,Books,8,20,127,14.1,75.4,5
2023-11-06,Levi's Jeans,Clothing,11,60,202,38.0,76.9,0
2023-11-08,IKEA Desk,Furniture,1,250,43,-0.0,42.9,2
2023-11-09,Sony Headphones,Electronics,3,349,48,2.9,68.1,3
2023-11-10,Almond Milk 1L,Food,23,4,432,20.9,53.4,4
2023-11-11,Adidas Hoodie,Clothing,14,80,191,-2.5,78.3,5
2023-11-12,Protein Bars 12pk,Food,34,25,393,33.7,73.8,6
2023-11-12,LEGO Technic Set,Toys,4,89,80,33.6,78.0,6
2023-11-13,Adidas Hoodie,Clothing,9,80,170,5.6,45.6,0
2023-11-14,Clean Code,Books,4,35,99,25.0,51.6,1
2023-11-14,Office Chair,Furniture,1,350,17,12.1,74.8,1
2023-11-14,MacBook Air,Electronics,1,1299,19,17.0,41.2,1
2023-11-14,The Lean Startup,Books,5,22,115,13.8,82.4,1
2023-11-15,Organic Coffee 1kg,Food,31,18,503,-1.3,55.1,2
2023-11-17,Green Tea 50pk,Food,22,8,589,8.4,44.0,4
2023-11-17,Clean Code,Books,6,35,93,-2.5,54.9,4
2023-11-19,IKEA Desk,Furniture,1,250,56,33.6,78.5,6
2023-11-20,Sony Headphones,Electronics,3,349,51,26.9,82.3,0
2023-11-20,Hot Wheels 10pk,Toys,4,15,191,25.8,72.8,0
2023-11-20,Sony Headphones,Electronics,3,349,41,37.2,71.0,0
2023-11-20,Green Tea 50pk,Food,22,8,580,36.1,58.4,0
2023-11-20,LEGO Technic Set,Toys,4,89,76,15.9,43.8,0
2023-11-23,H&M T-Shirt,Clothing,10,25,316,26.6,64.8,3
2023-11-23,Nerf Blaster,Toys,4,35,100,36.8,82.9,3
2023-11-25,Atomic Habits,Books,8,18,156,-0.5,38.8,5
2023-11-25,Office Chair,Furniture,1,350,39,-1.5,35.3,5
2023-11-27,The Lean Startup,Books,6,22,130,-0.0,49.4,0
2023-11-28,Almond Milk 1L,Food,26,4,442,-3.9,55.0,1
2023-11-29,LEGO Technic Set,Toys,4,89,66,-2.6,49.7,2
2023-11-29,iPhone 15 Pro,Electronics,2,999,60,2.2,45.2,2
2023-11-29,Hot Wheels 10pk,Toys,4,15,218,11.0,72.0,2
2023-12-01,Olive Oil 1L,Food,26,12,342,25.0,60.5,4
2023-12-03,Zara Jacket,Clothing,15,110,117,32.2,83.2,6
2023-12-04,Atomic Habits,Books,7,18,133,0.3,49.4,0
2023-12-04,H&M T-Shirt,Clothing,12,25,296,20.0,61.5,0
2023-12-04,Almond Milk 1L,Food,33,4,438,18.3,41.4,0
2023-12-04,Office Chair,Furniture,1,350,18,12.8,41.5,0
2023-12-05,Bookshelf,Furniture,1,180,41,15.0,33.4,1
2023-12-05,Protein Bars 12pk,Food,27,25,392,25.2,44.9,1
2023-12-05,Clean Code,Books,7,35,92,-1.6,54.7,1
2023-12-06,Olive Oil 1L,Food,24,12,335,27.5,37.7,2
2023-12-06,Bookshelf,Furniture,1,180,38,28.0,63.0,2
2023-12-06,Protein Bars 12pk,Food,38,25,419,7.6,82.3,2
2023-12-07,H&M T-Shirt,Clothing,9,25,292,36.2,30.8,3
2023-12-10,iPhone 15 Pro,Electronics,2,999,79,27.6,50.7,6
2023-12-12,Python Crash Course,Books,7,30,96,32.8,45.3,1
2023-12-12,Barbie Dreamhouse,Toys,5,120,61,34.7,32.3,1
2023-12-12,Bookshelf,Furniture,1,180,46,19.9,61.1,1
2023-12-13,Atomic Habits,Books,7,18,151,20.7,73.4,2
2023-12-13,Bed Frame,Furniture,1,450,0,37.4,79.1,2
2023-12-14,Nike Air Max,Clothing,11,120,163,16.3,57.4,3
2023-12-15,Sony Headphones,Electronics,3,349,74,29.5,82.6,4
2023-12-16,Python Crash Course,Books,8,30,76,15.9,42.5,5
2023-12-17,Nerf Blaster,Toys,7,35,70,16.1,71.3,6
2023-12-17,Green Tea 50pk,Food,39,8,603,8.4,74.0,6
2023-12-18,Nerf Blaster,Toys,6,35,89,24.3,32.7,0
2023-12-18,Protein Bars 12pk,Food,26,25,403,2.9,53.3,0
2023-12-19,Puzzle 1000pc,Toys,5,25,128,19.3,47.7,1
2023-12-19,Nerf Blaster,Toys,4,35,62,12.7,51.1,1
2023-12-19,Bed Frame,Furniture,1,450,23,23.2,72.3,1
2023-12-21,iPad Pro,Electronics,3,899,32,6.9,81.6,3
2023-12-22,Organic Coffee 1kg,Food,37,18,485,2.2,78.7,4
2023-12-23,H&M T-Shirt,Clothing,17,25,313,9.8,73.1,5
2023-12-23,Nerf Blaster,Toys,7,35,67,30.1,52.9,5
2023-12-24,Nerf Blaster,Toys,7,35,94,-2.0,43.4,6
2023-12-24,Almond Milk 1L,Food,35,4,463,5.8,55.7,6
2023-12-25,H&M T-Shirt,Clothing,12,25,305,30.3,77.9,0
2023-12-25,Protein Bars 12pk,Food,33,25,385,2.0,79.2,0
2023-12-26,Clean Code,Books,7,35,81,16.9,67.4,1
2023-12-26,iPhone 15 Pro,Electronics,2,999,100,2.8,37.9,1
2023-12-26,Deep Work,Books,8,20,136,4.2,71.2,1
2023-12-26,Bookshelf,Furniture,1,180,51,11.1,75.6,1
2023-12-27,Hot Wheels 10pk,Toys,5,15,219,14.7,39.5,2
2023-12-28,Bed Frame,Furniture,1,450,0,37.9,45.1,3
2023-12-29,Green Tea 50pk,Food,32,8,583,12.7,77.5,4
2023-12-30,LEGO Technic Set,Toys,6,89,78,6.1,45.4,5
2024-01-02,Python Crash Course,Books,4,30,80,3.9,47.0,1
2024-01-02,Nerf Blaster,Toys,3,35,81,13.8,64.2,1
2024-01-02,Puzzle 1000pc,Toys,2,25,109,16.6,45.9,1
2024-01-04,Samsung 4K TV,Electronics,1,799,26,16.5,61.2,3
2024-01-05,MacBook Air,Electronics,1,1299,42,36.0,59.9,4
2024-01-07,Sony Headphones,Electronics,3,349,43,37.2,50.2,6
2024-01-08,Green Tea 50pk,Food,19,8,601,-2.0,66.5,0
2024-01-09,Nike Air Max,Clothing,6,120,134,10.9,41.5,1
2024-01-09,MacBook Air,Electronics,1,1299,35,11.1,81.8,1
2024-01-09,LEGO Technic Set,Toys,3,89,54,8.6,53.6,1
2024-01-13,IKEA Desk,Furniture,1,250,55,18.8,48.9,5
2024-01-14,Coffee Table,Furniture,1,220,2,18.8,53.6,6
2024-01-15,Bookshelf,Furniture,1,180,34,18.9,44.0,0
2024-01-16,Sony Headphones,Electronics,1,349,79,24.0,55.9,1
2024-01-17,Sony Headphones,Electronics,3,349,51,16.6,79.6,2
2024-01-17,iPhone 15 Pro,Electronics,2,999,79,9.5,73.7,2
2024-01-19,Office Chair,Furniture,1,350,17,29.5,54.5,4
2024-01-20,MacBook Air,Electronics,1,1299,44,24.4,66.4,5
2024-01-20,Nerf Blaster,Toys,3,35,63,22.5,72.4,5
2024-01-21,Nike Air Max,Clothing,6,120,144,27.4,56.0,6
2024-01-22,Almond Milk 1L,Food,18,4,445,35.1,77.8,0
2024-01-23,H&M T-Shirt,Clothing,8,25,291,26.6,46.2,1
2024-01-24,Olive Oil 1L,Food,17,12,361,18.8,33.1,2
2024-01-24,Python Crash Course,Books,3,30,78,10.4,31.6,2
2024-01-25,IKEA Desk,Furniture,1,250,44,-4.7,49.3,3
2024-01-25,Almond Milk 1L,Food,16,4,461,17.9,49.8,3
2024-01-26,Bed Frame,Furniture,1,450,2,17.8,55.0,4
2024-01-26,Protein Bars 12pk,Food,15,25,408,3.0,32.5,4
2024-01-26,Bed Frame,Furniture,1,450,4,7.3,64.7,4
2024-01-27,LEGO Technic Set,Toys,3,89,71,25.7,56.4,5
2024-01-28,iPhone 15 Pro,Electronics,1,999,80,-3.4,41.0,6
2024-01-29,Hot Wheels 10pk,Toys,3,15,200,21.5,43.7,0
2024-01-30,The Lean Startup,Books,3,22,107,31.6,74.0,1
2024-01-30,Python Crash Course,Books,3,30,72,36.9,43.6,1
2024-01-31,Atomic Habits,Books,4,18,139,29.1,65.9,2
2024-02-01,Puzzle 1000pc,Toys,3,25,129,19.2,44.4,3
2024-02-01,Levi's Jeans,Clothing,4,60,200,17.5,57.4,3
2024-02-03,Nerf Blaster,Toys,5,35,96,28.1,82.0,5
2024-02-07,Deep Work,Books,3,20,125,1.8,49.1,2
2024-02-09,Bed Frame,Furniture,1,450,8,-2.6,41.2,4
2024-02-09,Adidas Hoodie,Clothing,6,80,176,2.0,70.5,4
2024-02-10,Nerf Blaster,Toys,3,35,76,34.3,55.2,5
2024-02-10,Office Chair,Furniture,1,350,25,11.1,51.2,5
2024-02-11,The Lean Startup,Books,5,22,119,3.5,62.6,6
2024-02-11,Puzzle 1000pc,Toys,4,25,108,5.3,47.7,6
2024-02-12,Zara Jacket,Clothing,5,110,129,3.2,36.7,0
2024-02-12,Levi's Jeans,Clothing,5,60,198,36.6,75.4,0
2024-02-13,Protein Bars 12pk,Food,16,25,412,4.4,84.9,1
2024-02-13,iPad Pro,Electronics,1,899,32,27.7,58.3,1
2024-02-15,Zara Jacket,Clothing,7,110,136,14.4,61.4,3
2024-02-16,Office Chair,Furniture,1,350,38,-3.3,32.1,4
2024-02-17,Protein Bars 12pk,Food,17,25,398,-3.1,32.8,5
2024-02-18,iPhone 15 Pro,Electronics,2,999,97,4.8,70.0,6
2024-02-19,Green Tea 50pk,Food,20,8,587,8.6,51.4,0
2024-02-20,Bookshelf,Furniture,1,180,28,30.9,46.7,1
2024-02-21,Bed Frame,Furniture,1,450,6,27.2,80.9,2
2024-02-21,Clean Code,Books,3,35,110,35.2,78.3,2
2024-02-23,Atomic Habits,Books,4,18,145,16.5,64.8,4
2024-02-23,Atomic Habits,Books,4,18,158,16.1,69.1,4
2024-02-23,Python Crash Course,Books,4,30,82,36.7,80.9,4
2024-02-24,Hot Wheels 10pk,Toys,2,15,201,23.2,38.5,5
2024-02-24,Coffee Table,Furniture,1,220,9,33.4,84.3,5
2024-02-24,Clean Code,Books,4,35,84,8.8,35.3,5
2024-02-26,iPhone 15 Pro,Electronics,1,999,92,-4.3,69.7,0
2024-02-27,iPhone 15 Pro,Electronics,1,999,86,2.7,80.8,1
2024-02-27,iPad Pro,Electronics,1,899,34,31.2,42.7,1
2024-02-27,The Lean Startup,Books,4,22,132,33.5,55.2,1
2024-02-29,iPad Pro,Electronics,1,899,31,1.4,62.3,3
2024-02-29,LEGO Technic Set,Toys,2,89,77,9.2,36.2,3
2024-03-01,The Lean Startup,Books,3,22,113,18.6,55.9,4
2024-03-02,Bed Frame,Furniture,1,450,26,22.8,40.3,5
2024-03-02,Almond Milk 1L,Food,21,4,470,11.4,60.1,5
2024-03-04,iPad Pro,Electronics,1,899,55,12.8,41.2,0
2024-03-05,Bookshelf,Furniture,1,180,29,27.1,60.0,1
2024-03-05,H&M T-Shirt,Clothing,7,25,308,8.3,72.3,1
2024-03-06,Atomic Habits,Books,5,18,149,35.4,67.3,2
2024-03-06,Barbie Dreamhouse,Toys,3,120,48,16.1,53.8,2
2024-03-06,LEGO Technic Set,Toys,3,89,77,33.1,50.4,2
2024-03-06,Protein Bars 12pk,Food,14,25,407,32.6,68.4,2
2024-03-09,The Lean Startup,Books,5,22,105,12.3,65.2,5
2024-03-11,Adidas Hoodie,Clothing,6,80,193,2.6,82.7,0
2024-03-15,Clean Code,Books,3,35,93,-1.1,35.2,4
2024-03-16,LEGO Technic Set,Toys,3,89,53,19.9,66.0,5
2024-03-16,Almond Milk 1L,Food,23,4,436,33.2,52.8,5
2024-03-16,Barbie Dreamhouse,Toys,3,120,63,30.4,65.8,5
2024-03-16,Sony Headphones,Electronics,2,349,72,-4.5,44.2,5
2024-03-17,Clean Code,Books,6,35,93,2.1,78.9,6
2024-03-18,Nike Air Max,Clothing,7,120,135,24.2,66.3,0
2024-03-18,H&M T-Shirt,Clothing,6,25,283,28.8,38.1,0
2024-03-19,Office Chair,Furniture,1,350,12,34.2,33.0,1
2024-03-19,Barbie Dreamhouse,Toys,2,120,47,26.2,57.3,1
2024-03-20,Clean Code,Books,4,35,86,28.7,61.1,2
2024-03-20,Clean Code,Books,4,35,110,13.5,53.6,2
2024-03-22,Barbie Dreamhouse,Toys,3,120,30,26.4,44.8,4
2024-03-24,Nerf Blaster,Toys,4,35,97,17.3,36.7,6
2024-03-24,MacBook Air,Electronics,1,1299,11,20.7,78.9,6
2024-03-24,Samsung 4K TV,Electronics,2,799,38,12.7,67.2,6
2024-03-25,Office Chair,Furniture,1,350,31,17.5,38.7,0
2024-03-25,Hot Wheels 10pk,Toys,3,15,217,37.7,72.7,0
2024-03-25,Deep Work,Books,4,20,132,3.3,67.9,0
2024-03-27,Samsung 4K TV,Electronics,2,799,46,19.9,70.3,2
2024-03-29,Barbie Dreamhouse,Toys,3,120,62,4.7,64.9,4
2024-03-30,Nike Air Max,Clothing,7,120,132,24.8,79.7,5
2024-03-30,Python Crash Course,Books,5,30,87,-1.7,37.6,5
2024-04-01,LEGO Technic Set,Toys,3,89,66,-2.6,37.3,0
2024-04-01,Adidas Hoodie,Clothing,7,80,199,33.9,63.8,0
2024-04-01,Python Crash Course,Books,5,30,84,20.6,57.8,0
2024-04-03,LEGO Technic Set,Toys,3,89,77,-4.3,46.2,2
2024-04-04,Adidas Hoodie,Clothing,8,80,190,18.0,47.0,3
2024-04-04,Bed Frame,Furniture,1,450,11,-4.8,34.4,3
2024-04-04,Bookshelf,Furniture,1,180,16,18.9,52.4,3
2024-04-05,Puzzle 1000pc,Toys,3,25,110,29.8,65.9,4
2024-04-05,H&M T-Shirt,Clothing,7,25,309,30.2,59.8,4
2024-04-06,Nerf Blaster,Toys,4,35,63,10.0,31.5,5
2024-04-08,Sony Headphones,Electronics,3,349,80,-0.8,66.2,0
2024-04-08,LEGO Technic Set,Toys,4,89,72,0.7,52.7,0
2024-04-09,Organic Coffee 1kg,Food,17,18,518,1.8,47.1,1
2024-04-09,Bed Frame,Furniture,1,450,7,20.4,42.6,1
2024-04-10,H&M T-Shirt,Clothing,10,25,311,13.2,82.7,2
2024-04-10,IKEA Desk,Furniture,1,250,49,9.1,30.1,2
2024-04-10,MacBook Air,Electronics,1,1299,17,5.8,68.0,2
2024-04-11,Deep Work,Books,3,20,118,17.4,58.8,3
2024-04-12,iPad Pro,Electronics,1,899,45,21.1,58.4,4
2024-04-12,Coffee Table,Furniture,1,220,25,-2.5,55.4,4
2024-04-13,Organic Coffee 1kg,Food,29,18,516,34.9,81.5,5
2024-04-13,Adidas Hoodie,Clothing,10,80,163,4.3,49.4,5
2024-04-13,Barbie Dreamhouse,Toys,5,120,65,28.6,69.4,5
2024-04-14,Atomic Habits,Books,5,18,131,14.8,62.3,6
2024-04-15,Coffee Table,Furniture,1,220,5,5.5,68.3,0
2024-04-16,Barbie Dreamhouse,Toys,3,120,52,24.7,49.9,1
2024-04-17,Sony Headphones,Electronics,2,349,58,22.9,38.5,2
2024-04-17,Clean Code,Books,5,35,80,5.9,44.0,2
2024-04-17,Clean Code,Books,4,35,117,18.6,46.0,2
2024-04-18,Olive Oil 1L,Food,21,12,350,6.6,80.9,3
2024-04-19,Atomic Habits,Books,4,18,159,25.9,53.3,4
2024-04-19,The Lean Startup,Books,5,22,103,29.0,48.2,4
2024-04-19,Barbie Dreamhouse,Toys,2,120,57,22.8,35.0,4
2024-04-20,Samsung 4K TV,Electronics,2,799,49,19.0,80.5,5
2024-04-21,Nerf Blaster,Toys,6,35,97,7.4,60.1,6
2024-04-21,Zara Jacket,Clothing,11,110,106,4.7,44.8,6
2024-04-22,Sony Headphones,Electronics,3,349,60,29.5,69.7,0
2024-04-24,LEGO Technic Set,Toys,3,89,63,22.5,49.9,2
2024-04-26,H&M T-Shirt,Clothing,8,25,284,-3.6,45.8,4
2024-04-26,Office Chair,Furniture,1,350,16,23.0,80.4,4
2024-04-27,IKEA Desk,Furniture,1,250,43,33.5,44.6,5
2024-04-27,iPad Pro,Electronics,1,899,60,26.9,69.9,5
2024-04-28,Sony Headphones,Electronics,3,349,50,24.3,37.6,6
2024-04-28,Samsung 4K TV,Electronics,2,799,28,7.3,39.9,6
2024-04-28,Office Chair,Furniture,1,350,20,10.4,62.1,6
2024-04-30,Nike Air Max,Clothing,8,120,155,17.9,37.5,1
2024-05-01,Almond Milk 1L,Food,18,4,470,6.1,43.6,2
2024-05-02,Almond Milk 1L,Food,20,4,464,36.9,59.7,3
2024-05-03,MacBook Air,Electronics,1,1299,31,0.7,42.4,4
2024-05-03,H&M T-Shirt,Clothing,9,25,280,-4.6,53.7,4
2024-05-04,iPad Pro,Electronics,2,899,48,14.6,84.4,5
2024-05-05,Office Chair,Furniture,1,350,25,12.7,52.5,6
2024-05-05,Levi's Jeans,Clothing,11,60,215,3.7,59.6,6
2024-05-05,Coffee Table,Furniture,1,220,26,12.2,57.9,6
2024-05-05,Samsung 4K TV,Electronics,2,799,46,-1.2,51.1,6
2024-05-06,Protein Bars 12pk,Food,21,25,416,19.1,81.4,0
2024-05-08,MacBook Air,Electronics,1,1299,29,9.5,45.2,2
2024-05-08,Sony Headphones,Electronics,2,349,54,6.1,51.0,2
2024-05-09,Atomic Habits,Books,4,18,165,16.0,30.4,3
2024-05-09,Protein Bars 12pk,Food,19,25,399,15.5,54.1,3
2024-05-09,Puzzle 1000pc,Toys,4,25,110,16.0,78.8,3
2024-05-13,Organic Coffee 1kg,Food,22,18,495,10.4,66.9,0
2024-05-13,Bookshelf,Furniture,1,180,20,-0.3,65.5,0
2024-05-13,LEGO Technic Set,Toys,4,89,72,15.7,63.2,0
